transaccion_id,fecha,año,mes,dia,dia_semana,semana_año,cliente_id,nombre_cliente,tipo_cliente,segmento_cliente,ciudad,producto_id,nombre_producto,categoria_producto,subcategoria_producto,canal_venta,cantidad,precio_lista,descuento_porcentaje,precio_unitario,costo_unitario,costo_total,ingreso_total,utilidad_bruta,margen_porcentaje,vendedor_id,vendedor_nombre,metodo_pago,dias_entrega,devolucion,evento_id,campana
TRX-2024-02278,2024-09-03,2024,9,3,Tuesday,36,CLI-BAR-002,La Rana Dorada,B2B,Bar Top,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Ecommerce,8,180.0,0.0,180.0,75.0,600.0,1440.0,840.0,58.33,VEN-001,Carlos Mendoza,Transferencia,5,False,,
TRX-2024-02279,2024-09-03,2024,9,3,Tuesday,36,CLI-SUP-004,Super 99 David,B2B,Supermercado,David,RCP-SP-750,Ron Caña Spiced,Especialidad,Entry,Supermercados,112,22.0,5.0,20.9,9.0,1008.0,2340.8,1332.8,56.94,VEN-004,Ana Pérez,Crédito 30 días,5,False,,
TRX-2024-02280,2024-09-03,2024,9,3,Tuesday,36,CLI-BAR-003,Istmo Brew Pub,B2B,Bar Top,Ciudad de Panamá,RCP-SP-750,Ron Caña Spiced,Especialidad,Entry,Horeca Premium,13,22.0,0.0,22.0,9.0,117.0,286.0,169.0,59.09,VEN-001,Carlos Mendoza,Crédito 30 días,2,False,,
TRX-2024-02281,2024-09-03,2024,9,3,Tuesday,36,CLI-H5-001,Hotel Bristol Panamá,B2B,Hotel 5 Estrellas,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,34,42.0,0.0,42.0,18.0,612.0,1428.0,816.0,57.14,VEN-002,María Gonzáles,Crédito 30 días,5,False,,
TRX-2024-02282,2024-09-04,2024,9,4,Wednesday,36,CLI-LIC-008,Licores Premium David,B2B,Licorería Especializada,David,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Retail Moderno,15,18.0,0.0,18.0,7.5,112.5,270.0,157.5,58.33,VEN-004,Ana Pérez,Transferencia,3,False,,
TRX-2024-02283,2024-09-04,2024,9,4,Wednesday,36,CLI-FINAL-015,Gabriel Flores,B2C,Consumidor Final,Colón,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Duty Free,2,180.0,0.0,180.0,75.0,150.0,360.0,210.0,58.33,VEN-003,Roberto Chen,Transferencia,1,False,,
TRX-2024-02284,2024-09-04,2024,9,4,Wednesday,36,CLI-H4-009,Hotel Santiago Plaza,B2B,Hotel 4 Estrellas,Santiago,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,11,68.0,0.0,68.0,28.0,308.0,748.0,440.0,58.82,VEN-005,Luuis Castillo,Crédito 30 días,5,False,,
TRX-2024-02285,2024-09-04,2024,9,4,Wednesday,36,CLI-FINAL-003,Carlos Rodríguez,B2C,Consumidor Final,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Duty Free,1,180.0,0.0,180.0,75.0,75.0,180.0,105.0,58.33,VEN-002,María Gonzáles,Tarjeta Crédito,1,False,,
TRX-2024-02286,2024-09-04,2024,9,4,Wednesday,36,CLI-CONV-004,Delta David,B2B,Tienda Conveniencia,David,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Retail Moderno,22,18.0,0.0,18.0,7.5,165.0,396.0,231.0,58.33,VEN-004,Ana Pérez,Crédito 30 días,4,False,,
TRX-2024-02287,2024-09-05,2024,9,5,Thursday,36,CLI-H4-012,Hotel Dos Mares,B2B,Hotel 4 Estrellas,Colón,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,9,42.0,6.17,39.41,18.0,162.0,354.68,192.68,54.33,VEN-003,Roberto Chen,Transferencia,5,False,,
TRX-2024-02288,2024-09-05,2024,9,5,Thursday,36,CLI-BAR-001,Pedro Mandinga Rum Bar,B2B,Bar Top,Ciudad de Panamá,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Ecommerce,20,65.0,0.0,65.0,28.0,560.0,1300.0,740.0,56.92,VEN-002,María Gonzáles,Transferencia,4,False,,
TRX-2024-02289,2024-09-05,2024,9,5,Thursday,36,CLI-LIC-006,El Bodegón,B2B,Licorería Especializada,Ciudad de Panamá,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,45,32.0,0.0,32.0,14.0,630.0,1440.0,810.0,56.25,VEN-002,María Gonzáles,Crédito 30 días,2,False,,
TRX-2024-02290,2024-09-05,2024,9,5,Thursday,36,CLI-H4-010,Hotel Guayacanes,B2B,Hotel 4 Estrellas,Boquete,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,20,42.0,0.0,42.0,18.0,360.0,840.0,480.0,57.14,VEN-005,Luuis Castillo,Crédito 30 días,5,False,,
TRX-2024-02291,2024-09-05,2024,9,5,Thursday,36,CLI-LIC-003,Licores y Vinos PTY,B2B,Licorería Especializada,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Retail Moderno,44,42.0,0.0,42.0,18.0,792.0,1848.0,1056.0,57.14,VEN-001,Carlos Mendoza,Transferencia,4,False,,
TRX-2024-02292,2024-09-06,2024,9,6,Friday,36,CLI-FINAL-007,Diego Morales,B2C,Consumidor Final,Ciudad de Panamá,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Ecommerce,2,18.0,0.0,18.0,7.5,15.0,36.0,21.0,58.33,VEN-001,Carlos Mendoza,Tarjeta Crédito,4,False,,
TRX-2024-02293,2024-09-06,2024,9,6,Friday,36,CLI-LIC-004,Vinoteca 507,B2B,Licorería Especializada,Ciudad de Panamá,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,45,32.0,0.0,32.0,14.0,630.0,1440.0,810.0,56.25,VEN-001,Carlos Mendoza,Crédito 30 días,2,False,,
TRX-2024-02294,2024-09-06,2024,9,6,Friday,36,CLI-LIC-002,The Wine Bar,B2B,Licorería Especializada,Ciudad de Panamá,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,45,32.0,0.0,32.0,14.0,630.0,1440.0,810.0,56.25,VEN-002,María Gonzáles,Tarjeta Crédito,3,False,,
TRX-2024-02295,2024-09-06,2024,9,6,Friday,36,CLI-LIC-004,Vinoteca 507,B2B,Licorería Especializada,Ciudad de Panamá,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Retail Moderno,23,18.0,0.0,18.0,7.5,172.5,414.0,241.5,58.33,VEN-001,Carlos Mendoza,Crédito 30 días,1,False,,
TRX-2024-02296,2024-09-06,2024,9,6,Friday,36,CLI-SUP-001,Super 99 Central,B2B,Supermercado,Ciudad de Panamá,RCP-SP-750,Ron Caña Spiced,Especialidad,Entry,Supermercados,114,22.0,5.0,20.9,9.0,1026.0,2382.6,1356.6,56.94,VEN-002,María Gonzáles,Transferencia,1,False,,
TRX-2024-02297,2024-09-06,2024,9,6,Friday,36,CLI-SUP-002,Rey Multiplaza,B2B,Supermercado,Ciudad de Panamá,RCP-SP-750,Ron Caña Spiced,Especialidad,Entry,Supermercados,90,22.0,5.81,20.72,9.0,810.0,1865.01,1055.01,56.57,VEN-002,María Gonzáles,Transferencia,2,False,,
TRX-2024-02298,2024-09-07,2024,9,7,Saturday,36,CLI-LIC-011,Vinos y Licores Chitré,B2B,Licorería Especializada,Chitré,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,14,32.0,0.0,32.0,14.0,196.0,448.0,252.0,56.25,VEN-001,Carlos Mendoza,Transferencia,2,False,,
TRX-2024-02299,2024-09-07,2024,9,7,Saturday,36,CLI-H4-004,Best Western Plus,B2B,Hotel 4 Estrellas,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,23,42.0,0.0,42.0,18.0,414.0,966.0,552.0,57.14,VEN-002,María Gonzáles,Transferencia,3,False,,
TRX-2024-02300,2024-09-07,2024,9,7,Saturday,36,CLI-LIC-008,Licores Premium David,B2B,Licorería Especializada,David,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Retail Moderno,17,18.0,0.0,18.0,7.5,127.5,306.0,178.5,58.33,VEN-004,Ana Pérez,Crédito 30 días,4,False,,
TRX-2024-02301,2024-09-07,2024,9,7,Saturday,36,CLI-LIC-005,Licorería Premium Costa del Este,B2B,Licorería Especializada,Ciudad de Panamá,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,47,32.0,0.0,32.0,14.0,658.0,1504.0,846.0,56.25,VEN-001,Carlos Mendoza,Crédito 30 días,1,False,,
TRX-2024-02302,2024-09-07,2024,9,7,Saturday,36,CLI-SUP-001,Super 99 Central,B2B,Supermercado,Ciudad de Panamá,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Supermercados,29,65.0,11.59,57.46,28.0,812.0,1666.46,854.46,51.27,VEN-001,Carlos Mendoza,Tarjeta Crédito,3,False,,
TRX-2024-02303,2024-09-07,2024,9,7,Saturday,36,CLI-SUP-005,El Machetazo Colón,B2B,Supermercado,Colón,RCP-SP-750,Ron Caña Spiced,Especialidad,Entry,Supermercados,32,22.0,0.0,22.0,9.0,288.0,704.0,416.0,59.09,VEN-003,Roberto Chen,Transferencia,1,False,,
TRX-2024-02304,2024-09-07,2024,9,7,Saturday,36,CLI-SUP-001,Super 99 Central,B2B,Supermercado,Ciudad de Panamá,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Supermercados,71,85.0,5.0,80.75,36.0,2556.0,5733.25,3177.25,55.42,VEN-001,Carlos Mendoza,Crédito 30 días,1,False,,
TRX-2024-02305,2024-09-07,2024,9,7,Saturday,36,CLI-H5-001,Hotel Bristol Panamá,B2B,Hotel 5 Estrellas,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Horeca Premium,19,180.0,0.0,180.0,75.0,1425.0,3420.0,1995.0,58.33,VEN-001,Carlos Mendoza,Transferencia,4,False,,
TRX-2024-02306,2024-09-08,2024,9,8,Sunday,36,CLI-H5-004,Sortis Hotel & Casino,B2B,Hotel 5 Estrellas,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,11,68.0,9.39,61.62,28.0,308.0,677.77,369.77,54.56,VEN-002,María Gonzáles,Transferencia,1,False,,
TRX-2024-02307,2024-09-08,2024,9,8,Sunday,36,CLI-H4-010,Hotel Guayacanes,B2B,Hotel 4 Estrellas,Boquete,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,31,42.0,0.0,42.0,18.0,558.0,1302.0,744.0,57.14,VEN-003,Roberto Chen,Transferencia,3,False,,
TRX-2024-02308,2024-09-08,2024,9,8,Sunday,36,CLI-H4-008,Hotel Castilla,B2B,Hotel 4 Estrellas,David,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,14,68.0,0.0,68.0,28.0,392.0,952.0,560.0,58.82,VEN-004,Ana Pérez,Tarjeta Crédito,3,False,,
TRX-2024-02309,2024-09-08,2024,9,8,Sunday,36,CLI-H4-009,Hotel Santiago Plaza,B2B,Hotel 4 Estrellas,Santiago,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,29,68.0,0.0,68.0,28.0,812.0,1972.0,1160.0,58.82,VEN-005,Luuis Castillo,Crédito 30 días,3,False,,
TRX-2024-02310,2024-09-08,2024,9,8,Sunday,36,CLI-SUP-004,Super 99 David,B2B,Supermercado,David,RCP-SP-750,Ron Caña Spiced,Especialidad,Entry,Supermercados,69,22.0,5.0,20.9,9.0,621.0,1442.1,821.1,56.94,VEN-004,Ana Pérez,Transferencia,2,False,,
TRX-2024-02311,2024-09-08,2024,9,8,Sunday,36,CLI-CORP-006,Cervecería Nacional,B2B,Corporativo,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Corporativo,72,180.0,11.14,159.94,75.0,5400.0,11515.9,6115.9,53.11,VEN-001,Carlos Mendoza,Crédito 30 días,3,False,,
TRX-2024-02312,2024-09-08,2024,9,8,Sunday,36,CLI-SUP-005,El Machetazo Colón,B2B,Supermercado,Colón,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,54,18.0,9.41,16.31,7.5,405.0,880.53,475.53,54.0,VEN-003,Roberto Chen,Transferencia,4,True,,
TRX-2024-02313,2024-09-08,2024,9,8,Sunday,36,CLI-H5-001,Hotel Bristol Panamá,B2B,Hotel 5 Estrellas,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,31,68.0,0.0,68.0,28.0,868.0,2108.0,1240.0,58.82,VEN-002,María Gonzáles,Transferencia,4,False,,
TRX-2024-02314,2024-09-09,2024,9,9,Monday,37,CLI-LIC-004,Vinoteca 507,B2B,Licorería Especializada,Ciudad de Panamá,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Retail Moderno,34,18.0,0.0,18.0,7.5,255.0,612.0,357.0,58.33,VEN-001,Carlos Mendoza,Transferencia,5,False,,
TRX-2024-02315,2024-09-09,2024,9,9,Monday,37,CLI-FINAL-006,Laura Sánchez,B2C,Consumidor Final,Ciudad de Panamá,RCP-GIFT-A8,Gift Set Añejo 8 Años + 2 Copas,Gift,Gift,Ecommerce,1,65.0,0.0,65.0,28.0,28.0,65.0,37.0,56.92,VEN-001,Carlos Mendoza,Tarjeta Crédito,2,False,,
TRX-2024-02316,2024-09-09,2024,9,9,Monday,37,CLI-LIC-002,The Wine Bar,B2B,Licorería Especializada,Ciudad de Panamá,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Retail Moderno,44,18.0,0.0,18.0,7.5,330.0,792.0,462.0,58.33,VEN-002,María Gonzáles,Crédito 30 días,1,False,,
TRX-2024-02317,2024-09-09,2024,9,9,Monday,37,CLI-LIC-004,Vinoteca 507,B2B,Licorería Especializada,Ciudad de Panamá,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,16,32.0,0.0,32.0,14.0,224.0,512.0,288.0,56.25,VEN-002,María Gonzáles,Transferencia,1,True,,
TRX-2024-02318,2024-09-09,2024,9,9,Monday,37,CLI-SUP-004,Super 99 David,B2B,Supermercado,David,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,118,18.0,5.0,17.1,7.5,885.0,2017.8,1132.8,56.14,VEN-004,Ana Pérez,Crédito 30 días,4,False,,
TRX-2024-02319,2024-09-09,2024,9,9,Monday,37,CLI-FINAL-003,Carlos Rodríguez,B2C,Consumidor Final,Ciudad de Panamá,RCP-SO15-750,Ron Caña Solera 15 Años,Extra Añejo,Premium,Ecommerce,2,85.0,0.0,85.0,36.0,72.0,170.0,98.0,57.65,VEN-002,María Gonzáles,Tarjeta Crédito,5,False,,
TRX-2024-02320,2024-09-10,2024,9,10,Tuesday,37,CLI-LIC-006,El Bodegón,B2B,Licorería Especializada,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Retail Moderno,26,42.0,0.0,42.0,18.0,468.0,1092.0,624.0,57.14,VEN-002,María Gonzáles,Crédito 30 días,4,False,,
TRX-2024-02321,2024-09-10,2024,9,10,Tuesday,37,CLI-SUP-003,Riba Smith Paitilla,B2B,Supermercado,Ciudad de Panamá,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,98,18.0,5.0,17.1,7.5,735.0,1675.8,940.8,56.14,VEN-002,María Gonzáles,Crédito 30 días,2,False,,
TRX-2024-02322,2024-09-10,2024,9,10,Tuesday,37,CLI-CONV-002,Delta Costa del Este,B2B,Tienda Conveniencia,Ciudad de Panamá,RCP-SB-750,Ron Caña Single Barrel,Premium,Premium,Retail Moderno,22,72.0,0.0,72.0,30.0,660.0,1584.0,924.0,58.33,VEN-001,Carlos Mendoza,Transferencia,2,False,,
TRX-2024-02323,2024-09-10,2024,9,10,Tuesday,37,CLI-H5-001,Hotel Bristol Panamá,B2B,Hotel 5 Estrellas,Ciudad de Panamá,RCP-RE-750,Ron Caña Reserva Especial,Añejo,Core,Horeca Premium,10,38.0,0.0,38.0,16.5,165.0,380.0,215.0,56.58,VEN-002,María Gonzáles,Transferencia,5,False,,
TRX-2024-02324,2024-09-10,2024,9,10,Tuesday,37,CLI-RG-008,Makoto,B2B,Restaurante Gourmet,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,18,42.0,0.0,42.0,18.0,324.0,756.0,432.0,57.14,VEN-001,Carlos Mendoza,Crédito 30 días,3,False,,
TRX-2024-02325,2024-09-10,2024,9,10,Tuesday,37,CLI-SUP-006,Super Centro Santiago,B2B,Supermercado,Santiago,RCP-SP-750,Ron Caña Spiced,Especialidad,Entry,Supermercados,88,22.0,5.0,20.9,9.0,792.0,1839.2,1047.2,56.94,VEN-005,Luuis Castillo,Tarjeta Crédito,1,False,,
TRX-2024-02326,2024-09-10,2024,9,10,Tuesday,37,CLI-RG-010,Azafrán,B2B,Restaurante Gourmet,David,RCP-KIT-DEG,Kit Degustación Premium,Gift,Gift,Ecommerce,24,48.0,22.99,36.97,22.0,528.0,887.19,359.19,40.49,VEN-004,Ana Pérez,Crédito 30 días,2,False,,
TRX-2024-02327,2024-09-10,2024,9,10,Tuesday,37,CLI-RG-006,La Posta,B2B,Restaurante Gourmet,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,22,42.0,9.43,38.04,18.0,396.0,836.9,440.9,52.68,VEN-002,María Gonzáles,Crédito 30 días,1,False,,
TRX-2024-02328,2024-09-11,2024,9,11,Wednesday,37,CLI-CORP-002,Copa Airlines,B2B,Corporativo,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Corporativo,29,42.0,0.0,42.0,18.0,522.0,1218.0,696.0,57.14,VEN-001,Carlos Mendoza,Transferencia,5,False,,
TRX-2024-02329,2024-09-11,2024,9,11,Wednesday,37,CLI-LIC-001,La Europea Premium,B2B,Licorería Especializada,Ciudad de Panamá,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,35,32.0,0.0,32.0,14.0,490.0,1120.0,630.0,56.25,VEN-002,María Gonzáles,Transferencia,4,False,,
TRX-2024-02330,2024-09-11,2024,9,11,Wednesday,37,CLI-SUP-004,Super 99 David,B2B,Supermercado,David,RCP-SP-750,Ron Caña Spiced,Especialidad,Entry,Supermercados,98,22.0,5.0,20.9,9.0,882.0,2048.2,1166.2,56.94,VEN-004,Ana Pérez,Transferencia,4,False,,
TRX-2024-02331,2024-09-11,2024,9,11,Wednesday,37,CLI-BAR-005,Lounge Bar Raices,B2B,Bar Top,Ciudad de Panamá,RCP-KIT-DEG,Kit Degustación Premium,Gift,Gift,Ecommerce,15,48.0,3.11,46.51,22.0,330.0,697.61,367.61,52.7,VEN-002,María Gonzáles,Crédito 30 días,2,False,,
TRX-2024-02332,2024-09-11,2024,9,11,Wednesday,37,CLI-LIC-005,Licorería Premium Costa del Este,B2B,Licorería Especializada,Ciudad de Panamá,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,40,32.0,0.0,32.0,14.0,560.0,1280.0,720.0,56.25,VEN-001,Carlos Mendoza,Transferencia,2,False,,
TRX-2024-02333,2024-09-11,2024,9,11,Wednesday,37,CLI-RG-012,The Rock,B2B,Restaurante Gourmet,Boquete,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,9,42.0,0.3,41.88,18.0,162.0,376.88,214.88,57.01,VEN-001,Carlos Mendoza,Crédito 30 días,2,False,,
TRX-2024-02334,2024-09-11,2024,9,11,Wednesday,37,CLI-BAR-001,Pedro Mandinga Rum Bar,B2B,Bar Top,Ciudad de Panamá,RCP-KIT-DEG,Kit Degustación Premium,Gift,Gift,Ecommerce,20,48.0,0.0,48.0,22.0,440.0,960.0,520.0,54.17,VEN-002,María Gonzáles,Tarjeta Crédito,2,False,,
TRX-2024-02335,2024-09-11,2024,9,11,Wednesday,37,CLI-H4-006,Hotel Milano,B2B,Hotel 4 Estrellas,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,15,68.0,0.0,68.0,28.0,420.0,1020.0,600.0,58.82,VEN-001,Carlos Mendoza,Crédito 30 días,3,False,,
TRX-2024-02336,2024-09-11,2024,9,11,Wednesday,37,CLI-SUP-002,Rey Multiplaza,B2B,Supermercado,Ciudad de Panamá,RCP-A5-375,Ron Caña Añejo 5 Años,Añejo,Core,Supermercados,31,18.0,0.0,18.0,8.0,248.0,558.0,310.0,55.56,VEN-001,Carlos Mendoza,Crédito 30 días,4,False,,
TRX-2024-02337,2024-09-12,2024,9,12,Thursday,37,CLI-LIC-009,Licorería Central Colón,B2B,Licorería Especializada,Colón,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Retail Moderno,19,42.0,0.0,42.0,18.0,342.0,798.0,456.0,57.14,VEN-003,Roberto Chen,Transferencia,2,False,,
TRX-2024-02338,2024-09-12,2024,9,12,Thursday,37,CLI-SUP-006,Super Centro Santiago,B2B,Supermercado,Santiago,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Supermercados,81,32.0,5.0,30.4,14.0,1134.0,2462.4,1328.4,53.95,VEN-005,Luuis Castillo,Tarjeta Crédito,4,False,,
TRX-2024-02339,2024-09-12,2024,9,12,Thursday,37,CLI-FINAL-006,Laura Sánchez,B2C,Consumidor Final,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Duty Free,3,68.0,0.0,68.0,28.0,84.0,204.0,120.0,58.82,VEN-002,María Gonzáles,Tarjeta Crédito,1,False,,
TRX-2024-02340,2024-09-12,2024,9,12,Thursday,37,CLI-LIC-008,Licores Premium David,B2B,Licorería Especializada,David,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Retail Moderno,22,42.0,0.0,42.0,18.0,396.0,924.0,528.0,57.14,VEN-004,Ana Pérez,Transferencia,4,False,,
TRX-2024-02341,2024-09-12,2024,9,12,Thursday,37,CLI-LIC-008,Licores Premium David,B2B,Licorería Especializada,David,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,33,32.0,0.0,32.0,14.0,462.0,1056.0,594.0,56.25,VEN-004,Ana Pérez,Transferencia,1,False,,
TRX-2024-02342,2024-09-12,2024,9,12,Thursday,37,CLI-CORP-003,Banco General,B2B,Corporativo,Ciudad de Panamá,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Corporativo,79,180.0,5.0,171.0,75.0,5925.0,13509.0,7584.0,56.14,VEN-002,María Gonzáles,Tarjeta Crédito,5,True,,
TRX-2024-02343,2024-09-12,2024,9,12,Thursday,37,CLI-CONV-003,7-Eleven Albrook,B2B,Tienda Conveniencia,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Retail Moderno,15,42.0,0.0,42.0,18.0,270.0,630.0,360.0,57.14,VEN-001,Carlos Mendoza,Transferencia,3,False,,
TRX-2024-02344,2024-09-13,2024,9,13,Friday,37,CLI-LIC-002,The Wine Bar,B2B,Licorería Especializada,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Retail Moderno,41,42.0,0.0,42.0,18.0,738.0,1722.0,984.0,57.14,VEN-002,María Gonzáles,Transferencia,5,False,,
TRX-2024-02345,2024-09-13,2024,9,13,Friday,37,CLI-RG-009,Las Clementinas,B2B,Restaurante Gourmet,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,21,42.0,0.0,42.0,18.0,378.0,882.0,504.0,57.14,VEN-001,Carlos Mendoza,Crédito 30 días,4,True,,
TRX-2024-02346,2024-09-13,2024,9,13,Friday,37,CLI-LIC-002,The Wine Bar,B2B,Licorería Especializada,Ciudad de Panamá,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Retail Moderno,29,18.0,0.0,18.0,7.5,217.5,522.0,304.5,58.33,VEN-001,Carlos Mendoza,Transferencia,4,False,,
TRX-2024-02347,2024-09-13,2024,9,13,Friday,37,CLI-BAR-003,Istmo Brew Pub,B2B,Bar Top,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,22,42.0,0.0,42.0,18.0,396.0,924.0,528.0,57.14,VEN-002,María Gonzáles,Transferencia,2,True,,
TRX-2024-02348,2024-09-13,2024,9,13,Friday,37,CLI-H5-006,Westin Playa Bonita,B2B,Hotel 5 Estrellas,Ciudad de Panamá,RCP-A8-750,Ron Caña Añejo 8 Años,Añejo,Core,Horeca Premium,15,42.0,0.0,42.0,18.0,270.0,630.0,360.0,57.14,VEN-002,María Gonzáles,Transferencia,3,False,,
TRX-2024-02349,2024-09-13,2024,9,13,Friday,37,CLI-RG-004,Intimo,B2B,Restaurante Gourmet,Ciudad de Panamá,RCP-EA12-750,Ron Caña Extra Añejo 12 Años,Extra Añejo,Premium,Horeca Premium,16,68.0,9.04,61.85,28.0,448.0,989.63,541.63,54.73,VEN-001,Carlos Mendoza,Crédito 30 días,1,False,,
TRX-2024-02350,2024-09-13,2024,9,13,Friday,37,CLI-SUP-002,Rey Multiplaza,B2B,Supermercado,Ciudad de Panamá,RCP-BL-750,Ron Caña Blanco Artesanal,Blanco,Entry,Supermercados,35,18.0,0.0,18.0,7.5,262.5,630.0,367.5,58.33,VEN-001,Carlos Mendoza,Tarjeta Crédito,1,False,,
TRX-2024-02351,2024-09-13,2024,9,13,Friday,37,CLI-SUP-004,Super 99 David,B2B,Supermercado,David,RCP-EDLIM-750,Ron Caña Edición Limitada Roble Europeo,Ultra Premium,Ultra Premium,Supermercados,102,180.0,5.0,171.0,75.0,7650.0,17442.0,9792.0,56.14,VEN-004,Ana Pérez,Crédito 30 días,1,False,,
TRX-2024-02352,2024-09-13,2024,9,13,Friday,37,CLI-LIC-002,The Wine Bar,B2B,Licorería Especializada,Ciudad de Panamá,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,48,32.0,0.0,32.0,14.0,672.0,1536.0,864.0,56.25,VEN-002,María Gonzáles,Crédito 30 días,3,False,,
TRX-2024-02353,2024-09-13,2024,9,13,Friday,37,CLI-RG-010,Azafrán,B2B,Restaurante Gourmet,David,RCP-A5-375,Ron Caña Añejo 5 Años,Añejo,Core,Horeca Premium,21,18.0,0.0,18.0,8.0,168.0,378.0,210.0,55.56,VEN-004,Ana Pérez,Transferencia,4,False,,
TRX-2024-02354,2024-09-13,2024,9,13,Friday,37,CLI-LIC-005,Licorería Premium Costa del Este,B2B,Licorería Especializada,Ciudad de Panamá,RCP-A5-750,Ron Caña Añejo 5 Años,Añejo,Core,Retail Moderno,33,32.0,0.0,32.0,14.0,462.0,1056.0,594.0,56.25,VEN-001,Carlos Mendoza,Transferencia,3,False,,
